generic,exemplar
Spinner dolphins live in ocean water.,Spinner dolphins live in pelagic.
Ossification produces bones.,An ossification produces a vertebrae.
Servals have ears.,Servals have big ears.
Servals have ears.,Servals have auditory ossicles.
Servals have ears.,Servals have an auditory nerve.
Deer have huge antlers.,Deer have antlers.
Horses live on vegetation.,Horses live on grass.
Dugongs have glands.,Dugongs have glandular tissue in the skin.
Pheasants survive winter.,Pheasants survive winters with severe cold.
Goats thrive in habitats.,Goats thrive in rangeland.
Goats thrive in habitats.,Goats thrive in a woodland.
Pigment reflects light.,A pigment reflects a light reflectance spectrum.
Pigment reflects light.,A pigment reflects a visible light.
Pigment reflects light.,A pigment reflects a types of light.
Pigment reflects light.,A pigment reflects an electromagnetic radiation.
Pygmy tarsiers have short limbs.,Pygmy tarsiers have short limbs.
Wildebeests eat plants.,Wildebeests eat shrubs.
Wildebeests eat plants.,Wildebeests eat other plants.
Marmots regulate temperature.,Marmots regulate internal body temperature.
Marmots regulate temperature.,Marmots regulate body temperature.
Marmots regulate temperature.,Marmots regulate temperate.
Squirrels seek food.,Squirrels seek small rodents.
Giraffes have tongues.,Giraffes have licking tongues.
Giraffes have tongues.,Giraffes have sucking tongues.
Giraffes have tongues.,Giraffes have probing tongues.
Large antelopes rely on vegetation.,Large antelopes rely on grasses.
Caterpillars shed skin.,Caterpillars shed a caterpillar skin.
Echidnas have long snouts.,"Echidnas have long, pointed snouts."
Echidnas have long snouts.,Echidnas have the echidna has a pointed long snout.
Female hyenas possess reproductive organs.,Female hyenas possess a clitoris.
Female hyenas possess reproductive organs.,Female hyenas possess a vulva.
Female hyenas possess reproductive organs.,Female hyenas possess ovaries.
Female hyenas possess reproductive organs.,Female hyenas possess a vagina.
Female hyenas possess reproductive organs.,Female hyenas possess the vagina.
Female hyenas possess reproductive organs.,Female hyenas possess an uterus.
Elephants possess blood.,Elephants possess red blood cells.
Elephants possess blood.,Elephants possess hemoglobin.
Squirrels eat diets.,Squirrels eat other small animals.
Marmosets have ears.,Marmosets have an ear canal.
Gorillas have ranges.,Gorillas have a ranges of locomotion.
Gorillas have ranges.,Gorillas have a ranges of vocalization.
Gorillas have ranges.,Gorillas have a ranges of territory.
European badgers feed on insects.,European badgers feed on grubs.
European badgers feed on insects.,European badgers feed on insects.
European badgers feed on insects.,European badgers feed on beetles.
Polar bears have senses.,Polar bears have the polar bear has a well-developed sense of smell.
Polar bears have senses.,Polar bears have a smell.
Polar bears have senses.,Polar bears have a sight.
Polar bears have senses.,Polar bears have hearing.
Polar bears have senses.,Polar bears have smell.
Beavers have teeth.,Beavers have incisors.
Beavers have teeth.,Beavers have canines.
Beavers have teeth.,Beavers have molars.
Albatrosses reach maturity.,Albatrosses reach a fledging maturity.
Albatrosses reach maturity.,Albatrosses reach reproductive maturity.
Albatrosses reach maturity.,Albatrosses reach a physical maturity.
Albatrosses reach maturity.,Albatrosses reach mental maturity.
Albatrosses reach maturity.,Albatrosses reach a growth maturity.
Rabbits have thymuses.,Rabbits have a thymus gland.
Rabbits have thymuses.,Rabbits have a thymic organ.
Rabbits have thymuses.,Rabbits have thymic lobes.
Aardvarks have long slender noses.,Aardvarks have long and slender noses.
Female platypuses use tails.,Female platypuses use a tail for balance.
Mice grow adult teeth.,Mice grow incisors.
Mice grow adult teeth.,Mice grow molars.
Baboons have upper teeth.,Baboons have canines.
Bison thrive in grassland.,A bison thrive in a shortgrass prairie.
Bison thrive in grassland.,A bison thrive in a tallgrass prairie.
Bison thrive in grassland.,A bison thrive in tallgrass prairies.
Bison thrive in grassland.,A bison thrive in shortgrass prairies.
Tigers are tawny brown in color with dark stripes and whitish stomachs.,Tigers are tawny brown in with tigers may have dark stripes and whitish stomachs.
Squirrels eat food.,Squirrels eat other small animals.
Grasshopper mice eat grasshoppers.,Grasshopper mice eat grasshoppers.
Grasshopper mice eat grasshoppers.,Grasshopper mice eat true grasshoppers.
Grasshopper mice eat grasshoppers.,Grasshopper mice eat ordinary grasshoppers.
Tigers are solitary.,Tigers are solitary animals are those who live alone.
Tigers are solitary.,Tigers are tigers are solitary animals.
Newborn rats respond to food.,Newborn rats respond to a protein.
Water buffalo feeds on aquatic plants.,A water buffalo feeds on species of aquatic plants.
Bottlenose dolphins have develop sensory organs.,Bottlenose dolphins develop a nose.
Caterpillars possess food.,Caterpillars possess herbivores.
Lions eat lambs.,Lions eat a domestic sheep.
Lions eat lambs.,Lions eat domestic lambs.
Lions eat lambs.,Lions eat a domestic lamb.
Pocket gophers eat vegetation.,Pocket gophers eat shrubs.
Pocket gophers eat vegetation.,Pocket gophers eat underbrush.
Pocket gophers eat vegetation.,Pocket gophers eat grass.
Photosynthetic pigment absorbs light.,A photosynthetic pigment absorbs light energy from the sun.
Humans live in habitats.,Humans live in rural.
Black panthers have whiskers.,Black panthers have the black panther has both long and short whiskers.
Black panthers have whiskers.,Black panthers have tactile whiskers.
Salamanders are known as newts.,Salamanders are known as newts are a type of salamander.
Frogs extend legs.,Frogs extend front legs.
Frogs extend legs.,Frogs extend back legs.
Dolphins have echolocation.,Dolphins have an active echolocation.
Cheetahs have teeth.,Cheetahs have sharp canine teeth.
Cheetahs have teeth.,Cheetahs have incisors.
Cheetahs have teeth.,Cheetahs have canines.
Wolverines are nocturnal but very active in the day.,Wolverines are nocturnal active.
Common raccoons have brown fur.,Common raccoons have a dark brown fur on their legs.
Common raccoons have brown fur.,Common raccoons have common raccoons have brown fur.
Asian elephants have ears.,Asian elephants have external ear flaps.
Salamanders have tails.,Salamanders have a tail that is shorter than the body.
Salamanders have tails.,Salamanders have tail ridges.
Monkeys develop stomachs.,Monkeys develop gastric glands.
Panther chameleons have toes.,Panther chameleons have toes that can be used for walking.
Foxgloves have tall stalks.,Foxgloves have tall stalks.
Rabbits hide in pasture.,Rabbits hide in a field.
Camels have thick fur.,"Camels have a thick fur on their head, neck, and body."
Dogs have anal glands.,Dogs have anal sacs.
Dogs have anal glands.,Dogs have sebaceous anal sacs.
Dogs have anal glands.,Dogs have apocrine anal sacs.
Foxes are around the same size as medium-sized dogs.,Foxes are around foxes are around the same size as medium-sized dogs.
House mice consume food.,House mice consume other small animals.
House mice consume food.,House mice consume a pet food.
Bobcats have legs.,Bobcats have bobcats have four legs.
Bobcats have legs.,Bobcats have two legs.
Bobcats have legs.,Bobcats have four legs.
Bobcats have legs.,Bobcats have legs.
Bobcats have legs.,Bobcats have feet.
Bobcats have legs.,Bobcats have thighs.
Killer whales have babies.,Killer whales have a baby killer whale is called a calf.
Killer whales have babies.,Killer whales have a calf.
Killer whales have babies.,Killer whales have a neonate.
Killer whales have babies.,Killer whales have a fetus.
Killer whales have babies.,Killer whales have calves.
Aardvarks eat ants.,"Aardvarks eat aardvarks eat termites, ants, and other insects."
Aardvarks eat ants.,Aardvarks eat eating ants.
Vertebrates has-part guts.,Vertebrates has a digestive system.
Electrical generators produce electric current.,Electrical generators produce alternating current.
Hamsters have noses.,Hamsters have nostrils.
Red pandas eat bamboo leaves.,Red pandas eat bamboo leaves.
Chameleons eat insects.,Chameleons eat insects.
Opossums possess scent glands.,Opossums possess sudoriferous glands.
Opossums possess scent glands.,Opossums possess olfactory glands.
Shrews live on or under the ground.,Shrews live on or in the ground.
Shrews live on or under the ground.,Shrews live on or in burrows.
African elephants have tusks.,African elephants have elephant tusks.
Cats have claws.,Cats have sharp claws for catching prey.
Panamanian frogs have smooth skin.,Panamanian frogs have a smooth skin.
Rats feed on fat diets.,Rats feed on a high-fat diet.
Rats feed on fat diets.,Rats feed on a diet high in both sucrose and fat.
Rats feed on fat diets.,Rats feed on a diet high in fat.
Rats feed on fat diets.,Rats feed on fatty foods.
Monkeys hide in forests.,Monkeys hide in a rainforest.
Chimpanzees resemble animals.,Chimpanzees resemble apes.
Cheetahs have height.,Cheetahs have an actual height.
Armadillos eat small invertebrates like ants.,Armadillos eat insects like ants.
Mice have forelimbs.,Mice have front legs.
Mice have forelimbs.,Mice have front limbs.
Squirrels have sharp claws.,Squirrels have sharp claws on the front paws.
Monkeys walk on hind legs.,Monkeys walk on a leg.
African elephants live on the savanna.,African elephants live on grassland savannas.
African elephants live on the savanna.,African elephants live on woodland savannas.
African elephants live on the savanna.,African elephants live on mixed savannas.
Cats have thick fur.,Cats have a thick fur coat.
Cats have thick fur.,Cats have a long fur.
Bats have fur.,"Bats have a thin, short fur on their body."
Bats have fur.,Bats have an underfur.
Bats have fur.,Bats have fuzzy.
Cats have tongues.,"Cats have tongue - used for grooming, licking themselves, and drinking."
Cats have tongues.,Cats have a tongue.
Cats have tongues.,Cats have licking.
Dolphins has-part lungs.,Dolphins has a pair of lungs.
Gorillas occur in forests.,Gorillas occur in lowland forests.
Spot salamanders have delicate skin.,Spot salamanders have a thin skin.
Spot salamanders have delicate skin.,Spot salamanders have a sensitive skin.
Bats leave hibernation sites.,Bats leave bat hibernation sites.
Carbon dioxide is produced by gasoline.,A carbon dioxide is produced by the burning of gasoline in automobile engines.
Black bears adapt to conditions.,Black bears adapt to changes in the weather.
Carbon dioxide enters air.,A carbon dioxide enters carbon dioxide is present in the atmosphere.
Carbon dioxide enters air.,A carbon dioxide enters the air we breathe.
Carbon dioxide enters air.,A carbon dioxide enters an ambient air.
Bottlenose dolphins have teeth.,Bottlenose dolphins have oral teeth on the upper and lower jaw.
Manatees feed in water.,Manatees feed in salt water.
Brown bears have large ranges.,Brown bears have a range.
Foxes eat squirrels.,Foxes eat ground squirrels.
Arctic foxes have ears.,Arctic foxes have ears that can be closed.
Arctic foxes have ears.,Arctic foxes have external ears.
Antelopes resemble gazelles.,Antelopes resemble gazella gazella.
Pronghorns have horns.,Pronghorns have true horns.
Wolverines have teeth.,Wolverines have sharp incisors.
Wolverines have teeth.,Wolverines have molars for chewing.
Wolverines have teeth.,Wolverines have incisors.
Wolverines have teeth.,Wolverines have molars.
Wolverines have teeth.,Wolverines have canines.
Human diseases are caused by viruses.,Human diseases are caused by viruses.
Leopard frogs have legs.,Leopard frogs have leopard frogs have four legs.
Leopard frogs have legs.,Leopard frogs have frogs have four legs.
Monkeys walk on legs.,Monkeys walk on four legs.
Aardvarks has-part teeth.,Aardvarks has canines.
Jaguars have jaws.,"Jaguars have sharp, protruding upper canines."
Jaguars have jaws.,Jaguars have a heavy jaw muscle.
Jaguars have jaws.,Jaguars have a rugged lower jaw.
Goats are horned.,Goats are horned goats are those goats that have horns.
Walruses eat fish.,"Walruses eat crustaceans, mollusks, echinoderms, and fish."
Wildebeests have forelimbs.,Wildebeests have front legs.
Tiger beetles have legs.,Tiger beetles have legs.
Human pathogen causes diseases.,A human pathogen causes infectious diseases.
Chimpanzees descend from apes.,Chimpanzees descend from great apes.
Caterpillars feed on plants.,Caterpillars feed on a variety of plants.
Horseshoe crabs have teeth.,Horseshoe crabs have mouthparts.
