generic,exemplar
Vertebrate kidneys remove waste.,Vertebrate kidneys that fail to function properly do not remove waste.
Vertebrate kidneys remove waste.,Vertebrate kidneys that are not getting enough blood supply do not remove waste.
Vertebrate kidneys remove waste.,Vertebrate kidneys that develop a blockage in the urinary tract do not remove waste.
Vertebrate kidneys remove waste.,Vertebrate kidneys that fail to produce urine do not remove waste.
Frogs adapt to cold climates.,Frogs that are not used to the cold climate do not adapt to cold climates.
Frogs adapt to cold climates.,Frogs that are not native to the cold climate do not adapt to cold climates.
Frogs adapt to cold climates.,Frogs that have a low tolerance to the cold climate do not adapt to cold climates.
Frogs adapt to cold climates.,Frogs that do not have enough insulation do not adapt to cold climates.
Frogs adapt to cold climates.,Frogs that do not have enough shelter do not adapt to cold climates.
Frogs adapt to cold climates.,Frogs that are not from the cold climate do not adapt to cold climates.
Common wombats live in forest areas.,Common wombats that live in open areas such as grasslands do not live in forest areas.
Common wombats live in forest areas.,Common wombats that live in open areas near the coast do not live in forest areas.
Common wombats live in forest areas.,Common wombats that live in open areas do not live in forest areas.
Dogs grow out of the teething stage in about eight months.,Dogs that are not fully grown do not grow out of the teething stage in about eight months.
Dogs grow out of the teething stage in about eight months.,Dogs that have baby teeth that don't fall out do not grow out of the teething stage in about eight months.
Dogs grow out of the teething stage in about eight months.,Dachshund does not grow out of the teething stage in about eight months.
Dogs grow out of the teething stage in about eight months.,Dogs that have a health condition that affects their teeth or mouth do not grow out of the teething stage in about eight months.
Caterpillars feed in trees.,Caterpillars that live in the ground do not feed in trees.
Caterpillars feed in trees.,Caterpillars that live on leaves of plants on the ground do not feed in trees.
Tiger barbs have coloration.,Tiger barbs that have just been born do not have coloration.
Dolphins have their young in the warm months of the year.,Some species of dolphins that live in the arctic does not have their young in the warm months of the year.
Dolphins have their young in the warm months of the year.,Some species of dolphins that live in the antarctic does not have their young in the warm months of the year.
Tiger salamanders engage in activities.,Tiger salamanders that are hibernating do not engage in activities.
Tiger salamanders engage in activities.,Tiger salamanders that are inactive due to cold weather do not engage in activities.
Tiger salamanders engage in activities.,Tiger salamanders that are sleeping do not engage in activities.
Porcupines survive in natural habitats.,Porcupines that are injured and cannot defend themselves from predators do not survive in natural habitats.
Porcupines survive in natural habitats.,Porcupines that are injured and cannot fend for themselves do not survive in natural habitats.
Porcupines survive in natural habitats.,Porcupines that are attacked and killed by predators do not survive in natural habitats.
Porcupines survive in natural habitats.,Porcupines that starve because of a lack of food do not survive in natural habitats.
Porcupines survive in natural habitats.,Porcupines that are killed by predators do not survive in natural habitats.
Dogs eat bones.,Dogs that have a medical condition that prevents them from eating bones do not eat bones.
Dogs eat bones.,Dogs that are on a diet that doesn't include bones do not eat bones.
Dogs eat bones.,Dogs that are very young or very old do not eat bones.
Dogs eat bones.,Dogs that have a dental condition that makes it painful to eat bones do not eat bones.
Dogs eat bones.,Dogs that are given a diet that does not include bones do not eat bones.
Dogs eat bones.,Dogs that are on a restricted diet do not eat bones.
Dogs eat bones.,Dogs that are eating a food that doesn't include bones do not eat bones.
Dogs eat bones.,Dogs that have a history of stomach ulcers do not eat bones.
Wolves eat prey.,Wolves that are sick or injured do not eat prey.
Wolves eat prey.,Wolves that cannot find prey do not eat prey.
Wolves eat prey.,Wolves that are full from eating a previous kill do not eat prey.
Wolves eat prey.,Wolves that are sick do not eat prey.
Deer has-part incisors.,Deer that have had their incisors removed do not have - part incisors.
Lions eat small animals.,Lions that are in captivity and do not have small animals to eat do not eat small animals.
Lions eat small animals.,Lions that live in a park or zoo where they are given food do not eat small animals.
Lions eat small animals.,Lions that are sick or injured and cannot hunt do not eat small animals.
Lions eat small animals.,Lions that are sick or injured do not eat small animals.
Lions eat small animals.,Lions that are full from eating a large animal do not eat small animals.
Lions eat small animals.,Lions that are full from eating a big animal do not eat small animals.
Poxviruses are host-species specific.,Poxviruses that mutate and become able to infect different species are not host - species specific.
Poxviruses are host-species specific.,"Poxviruses that infect a different, but related species are not host - species specific."
Poxviruses are host-species specific.,Horsepox virus is not host - species specific.
Monkeys eat insects.,Monkeys that live in areas where there are no insects do not eat insects.
Monkeys eat insects.,Monkeys that are too young or old to eat insects do not eat insects.
Monkeys eat insects.,The black-and-white colobus does not eat insects.
Rabbits give birth to offspring.,Rabbits that have been spayed or neutered do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits who have been spayed/neutered do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits that are spayed or neutered do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits that are spayed/neutered do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits who are spayed/neutered do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits who are not old enough to reproduce do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits that have a health condition that prevents them from having offspring do not give birth to offspring.
Rabbits give birth to offspring.,Rabbits that do not have another rabbit to mate with do not give birth to offspring.
White tigers have jaws.,Snowflake does not have jaws.
Kangaroos are herbivores.,Kangaroos that eat meat are not herbivores.
Kangaroos are herbivores.,Kangaroos that eat insects are not herbivores.
Kangaroos are herbivores.,"The tasmanian devil, which is a carnivore is not herbivores."
Kangaroos are herbivores.,"The red kangaroo, which is an omnivore is not herbivores."
Kangaroos are herbivores.,"The black-faced kangaroo, which is an omnivore is not herbivores."
Kangaroos are herbivores.,Kangaroos that are defending their territory are not herbivores.
Jaguars have habitats.,Jaguars that live in areas where their habitat has been destroyed do not have habitats.
Caterpillars make cocoons.,Geometrid caterpillars do not make cocoons.
Caterpillars make cocoons.,Many caterpillars in the family geometridae does not make cocoons.
Mice make urine.,Mice that have had their bladders removed do not make urine.
